id,username,followers,friends,statuses,favourites,lists,mentions,retweets,source
24410456,JeffMacke,14092,277,7208,16,379,32,40,web
19739279,SunriseTrader,14083,358,25807,507,525,1,5,StockTwits Web
89440968,BigDataSpeaker,14037,3047,2469,11,25,0,3,Tweet Button
7453012,mkrigsman,13993,1267,26494,1997,1009,0,2,web
94378996,MadameNoireBiz,13989,4880,7003,23,497,0,0,TweetDeck
182345452,FamousTruth,13897,14109,6747,6,117,0,0,GrabInbox
15079601,The_Real_Fly,13880,1096,39926,15,646,2,11,StockTwits Web
274673392,ChaseNews,13787,2346,3851,3235,150,0,3,web
101044849,ProfDimond,13712,13226,3530,1,198,0,0,SocialOomph
15971805,InvestorsLive,13666,58,52200,1,611,5,5,TweetDeck
22256515,fleejack,13575,7980,63120,39,1131,0,0,web
93482663,JaredSilver,13482,12889,8511,52,69,0,0,Twitter for iPhone
201846344,IBMcloud,13472,2515,10284,2,576,0,3,Sprout Social
35572357,daytradingradio,13431,103,10257,3,136,0,0,Tweet Button
16329199,ChristineRomans,13334,877,7801,25,534,0,3,HootSuite
818071,ericjackson,13332,1181,44772,811,558,10,16,Forbes Social
27809806,bgallo,13284,411,2176,5,9,0,0,web
26439238,PMac21,13280,1038,33081,11,614,2,23,TweetDeck
10716072,mikojava,13261,12918,9563,705,328,0,0,HootSuite
109350515,BNN,13256,40,15205,33,396,31,18,web
19651092,MrTopStep,13235,122,28784,9,538,0,0,MTS - NEWSITE
360748450,Mo_Alsuwayed,13209,204,14916,146,219,0,1,Tweet Button
84365116,AnneMarieTrades,13086,218,10150,11,524,6,10,StockTwits Web
23486491,brucenussbaum,13063,758,11194,42,758,0,0,Twitter for iPhone
39755667,PMgeezer,13049,11960,100203,842,462,0,0,Echofon
17950089,sofimaciasl,13045,1806,39312,2248,308,0,0,Twitter for iPhone
87508671,DirexionShares,13029,4451,2100,5,76,0,7,SocialFlow
472829432,youngstapreneur,13027,2671,12802,114,30,0,0,Twitter for iPhone
20327105,TheAroraReport,12969,5055,6071,6,202,10,6,Tweet Button
1312827188,Elisabeth_Musil,12927,595,157,0,0,0,0,web
153478875,coast2coastfm,12922,9152,83529,4,248,5,0,Coast 2 Coast Mixtapes
666043,danielpunkass,12919,422,52647,2569,1123,0,0,Tweetbot for Mac
97778978,OptionsTrader82,12915,3368,16453,170,16,0,0,Twitter for iPhone
23669783,dowwhiz,12901,5930,5191,7,106,0,0,web
15904273,TriangleBIZJrnl,12823,276,3917,7,544,0,3,web
227898724,Bdell1014,12747,1557,73469,6568,70,0,15,Twitter for Android
701725963,nowthisnews,12731,5526,8100,6946,343,0,0,web
455824771,RedDogT3Live,12702,252,23123,296,421,81,133,StockTwits Web
19400611,cvpayne,12659,101,9897,12,352,4,4,web
273294289,ValueStockGuide,12545,9686,1288,5,98,0,0,Buffer
18719020,Hedgeye,12538,548,8566,7,482,21,8,TweetDeck
194429030,JacksonPackz,12532,4890,59867,5916,35,0,0,Twitter for Android
18921643,CdnBusinessMag,12528,639,5389,2,571,0,1,web
17026971,MoneyShows,12527,10813,6612,401,207,0,0,web
160983113,CourtReagan,12504,370,3112,5,334,0,2,web
29881875,Xconomy,12450,489,6111,21,682,1,2,TweetDeck
34116023,mchastain81,12426,3546,210618,797,652,0,2,Twitter for Mac
190923174,MessageInc,12386,259,3661,30,30,0,1,HootSuite
19075308,mspbjnews,12381,707,17851,2,556,1,9,Tweet Button
17549691,szaman,12379,187,24877,11,487,0,0,Echofon
1769191,mims,12375,3203,32597,5937,864,17,0,YoruFukurou
10952962,obrien,12308,6477,12490,917,673,1,10,Tweet Button
15958614,markgurman,12273,3426,44737,4804,565,5,23,Tweetbot for Mac
793984765,DDR_Corp,12233,838,426,3,24,0,0,Twitter for iPad
18616722,ITMS,12221,2824,14706,4,65,0,0,Tweet Button
247857712,PeterLBrandt,12216,107,1998,2,444,4,7,web
126717954,NicTrades,12187,1993,24914,954,488,0,0,web
15985098,gold_tracker,12171,12739,36294,50,273,0,0,HootSuite
18560146,ZorTrades,12166,190,32822,7,545,1,2,web
23696276,HOUBizJournal,12149,305,4106,165,618,0,0,Tweet Button
224240358,ReutersMoney,12121,231,7264,3,441,0,5,TweetDeck
118698767,Blaklez,12097,200,22101,3,27,2,0,UberSocial for BlackBerry
17316885,DavidClinchNews,12082,12195,45607,11,861,0,0,web
7301572,robpegoraro,12066,346,20990,25,974,0,1,web
37903274,KaveerBeharee,12048,5931,11511,1057,23,0,0,Twitter for iPhone
54883778,DaMedinaR,12002,202,1494,83,4,0,0,web
274549348,DavidJones_IG,11964,4960,9176,1,266,0,0,TweetDeck
12582472,gregskidmore,11927,8056,2119,65,110,0,0,web
19337489,BrianKellyBK,11879,112,2693,7,312,6,1,Twitter for iPad
15130891,kunal00,11865,199,44631,132,542,0,0,StockTwits Web
420369966,AndisHarasani,11827,341,1453,79,7,1,0,Twitter for iPhone
14192180,davbunnell,11816,12987,2662,0,226,0,0,web
28240696,seantcallahan,11816,15,4985,38,105,2,2,Twitter for iPhone
279585313,bnichols9883,11810,460,2330,23,20,1,2,Twitter for iPhone
15368728,gtotoy,11803,180,49838,645,598,19,5,Tweet Button
4583971,tekusuke,11798,878,46662,12,1149,0,1,web
18036002,2020systems,11775,189,610,0,0,0,0,web
24247996,PghBizTimes,11677,219,7947,45,405,0,0,TweetDeck
15199539,markmilian,11662,341,7125,227,1015,0,0,web
3530201,corbett3000,11647,835,22461,240,971,0,0,estimize
19832767,Sniggah,11631,679,89174,1767,31,0,0,Twitter for Android
566894443,KandeCompany,11573,11380,493,348,18,0,0,Twitter for iPhone
23076449,TimGattITV,11516,2798,49992,1,403,0,1,Echofon
575677737,LSFinancialInst,11460,1638,1252,7,14,0,0,web
60487132,L2_ThinkTank,11434,1114,9145,365,668,0,0,web
21045893,sellputs,11415,304,83468,576,773,2,5,web
244978426,ScottNations,11390,51,9143,2,123,1,0,web
17912325,BusinessChannel,11377,10189,39540,0,365,0,5,twitterfeed
316784993,templeruntwo,11338,7,84118,6,13,0,0,Temple Run 2 Tweets
6431582,nixxin,11325,1125,44069,3704,353,0,0,web
14289197,retheauditors,11281,11360,51861,539,569,0,0,web
100592354,Legacy_Trades,11266,230,11919,1,441,1,1,web
