id,username,followers,friends_count,statuses_count,favourites_count,listed_count,mentions,retweets,source,p_follow,p_retweet,p_mention,weighted
15734212,VicenteVaro,4919,1531,16300,103,411,2,1,Unience.com,225,1,108,334
602321455,PropThinker,1252,79,1020,15,38,2,9,web,49,320,108,477
15211518,ariweinberg,1542,801,4523,57,85,2,3,web,77,150,108,335
255879714,thefinancepress,2126,4,107190,0,76,1,4,twitterfeed,107,195,1,303
904243855,OptionCast,2380,1808,935,0,43,1,3,StockTwits Web,123,150,1,274
14814762,joemccann,2606,486,33701,1078,180,5,1,TweetDeck,131,1,264,396
219399996,BUDDIEE18,913,110,109835,1361,21,7,10,TweetDeck,16,331,300,647
398857577,OttoWallace,941,278,40665,88,47,5,10,web,22,331,264,617
125773679,KidDynamiteBlog,4274,8,9456,65,198,2,1,StockTwits Web,205,1,108,314
293294726,given2tweet,1405,229,17154,1594,48,4,2,web,65,83,240,388
451466991,GiovannyMoreano,844,242,1206,35,24,27,8,TweetDeck,10,308,439,757
100592354,Legacy_Trades,11266,230,11919,1,441,1,1,web,336,1,1,338
18946944,mariaaspan,2304,714,3793,30,96,7,1,Twitter for iPhone,120,1,300,421
140832474,atwtse,1095,164,892,0,48,6,3,Tweet Button,36,150,287,473
7184612,mdudas,1453,265,10320,995,43,2,3,web,68,150,108,326
235082515,locatellicharts,2177,1377,8749,225,69,1,3,web,111,150,1,262
40063894,FierceMobiCo,1594,291,4501,5,91,1,8,TweetDeck,81,308,1,390
445291350,rktrades,8731,82,3150,2,13,1,1,web,302,1,1,304
202915788,KimbleCharting,1122,147,1816,8,34,3,4,StockTwits Web,37,195,190,422
18652329,vitaliyk,3597,92,1081,5,209,2,1,web,179,1,108,288
25029081,PattyEdwards,8016,535,35787,143,314,1,1,Twitter for iPhone,294,1,1,296
956308381,InsiderBuySS,1999,1986,768,4,25,1,3,StockTwits Web,99,150,1,250
51954829,abake6,1246,442,141039,731,25,2,4,Twitter for iPhone,47,195,108,350
166396386,LifeSciencesMkt,1572,55,14663,28,78,2,2,TweetDeck,80,83,108,271
2542051,irwebreport,3389,155,9744,3651,196,2,1,web,170,1,108,279
40099128,VexTrades,3368,92,17906,0,100,2,1,Janetter,168,1,108,277
246134345,GEQSense,1037,108,48202,24,37,22,2,TweetDeck,29,83,428,540
113455697,StephLandsman,6762,395,1181,14,186,1,1,web,270,1,1,272
22439491,mattlauzon,6747,303,13011,66,275,1,1,Twitter for Mac,268,1,1,270
111054964,BiotechStockRsr,6637,136,6684,24,252,1,1,HootSuite,265,1,1,267
250758475,JBoorman,927,312,2482,314,17,11,3,StockTwits Web,19,150,356,525
270960840,DarioEpstein,1618,318,3618,35,25,1,4,Twitter for iPad,85,195,1,281
46192518,OGFJ,6202,580,2187,3,211,1,1,HootSuite,254,1,1,256
152426497,WallStreetCom,6189,3868,6338,5,23,1,1,Tweet Button,253,1,1,255
78925997,traderblast,1755,892,12755,125,54,1,3,StockTwits Web,92,150,1,243
15003446,John_Hempton,2993,137,789,16,93,2,1,Tweet Button,151,1,108,260
158802394,SNLEnergy,2944,1175,1574,0,108,2,1,HootSuite,149,1,108,258
16437499,financialskepti,1247,668,2485,46,18,3,2,web,48,83,190,321
37119939,DaRealRichez,2011,489,17378,12,49,4,1,Twitter for iPhone,100,1,240,341
1087194962,JaguarAnalytics,1017,100,1460,1,22,2,9,TweetDeck,27,320,108,455
22490503,charlesrotblut,5394,345,10404,2,221,1,1,Echofon,241,1,1,243
442298073,DewDiligence,888,55,2376,17,25,10,3,Tweet Button,12,150,343,505
255996385,sharkbiotech,2042,207,5894,4,55,1,2,TweetDeck,103,83,1,187
110639889,BerkowitzRtrs,1599,339,4974,0,88,1,3,HootSuite,83,150,1,234
428653913,OptionRunners,1085,8,6068,0,27,2,4,web,35,195,108,338
201753473,ErnestScheyder,1291,644,6882,22,70,1,7,web,53,288,1,342
254207829,Sandman7591,1422,82,14140,95,43,1,4,web,66,195,1,262
22680719,paulvigna,1757,202,8302,13,96,1,2,Twitter for iPhone,93,83,1,177
552796139,OfficialKLS,1276,743,2133,476,54,118,1,Business Insider,51,1,493,545
303246692,ValTheeGal,1731,2001,13410,1743,17,1,2,StockTwits Web,90,83,1,174
35404934,TMcNasty,2201,159,14043,4,58,2,1,TweetDeck,114,1,108,223
14446488,TechStockRadar,3778,385,5220,7,215,1,1,web,186,1,1,188
82095703,cbtadvisors,1207,781,2282,660,46,2,2,TweetDeck,44,83,108,235
40230764,shavenk,1423,282,713,2,51,7,1,HootSuite,67,1,300,368
19219421,RolfeWinkler,3700,162,2744,4,204,1,1,web,184,1,1,186
130198032,Superrfly,1635,59,22843,11,59,1,2,Twitter for iPhone,86,83,1,170
209907837,CashRocket,1312,43,16769,4,48,12,1,Twitter for BlackBerryå¨,55,1,373,429
1001813990,EnisTaner,826,110,310,28,18,38,2,web,9,83,458,550
107096758,Boursier_com,3509,2113,14779,2,110,1,1,Boursier.com,173,1,1,175
23131068,sallyshin,1051,634,1608,317,36,1,17,web,31,384,1,416
380500399,redacre,892,297,2168,182,30,3,3,web,13,150,190,353
263812431,2kaykim,3295,14,3916,72,31,1,1,StockTwits Web,162,1,1,164
423110801,Losfinancieros2,1293,384,4692,446,15,1,3,TweetDeck,54,150,1,205
273540698,MKTWgoldstein,1074,647,10229,11,31,1,7,web,34,288,1,323
402876893,TJReazor,964,207,5046,2,36,3,2,TweetDeck,25,83,190,298
16101936,matt_townsend,748,438,1067,1,47,3,6,Tweet Button,6,259,190,455
21329777,IncomeTrader,1489,317,10936,10,69,3,1,web,72,1,190,263
274233761,bradloncar,1190,150,7044,492,50,11,1,StockTwits Web,43,1,356,400
22365356,cfrazierjr,893,471,26398,105,33,4,2,web,14,83,240,337
190773758,Sport234a,1242,66,5695,48,34,7,1,web,46,1,300,347
382301115,AaronLucchetti,1131,459,1501,31,35,1,4,Tweet Button,38,195,1,234
882603414,StephYFinance,1148,1009,4564,739,47,11,1,web,39,1,356,396
39140545,BmoreLikeNita,1668,764,104210,2888,41,2,1,Tweetlogix,87,1,108,196
298218590,ETFProfessor1,1040,525,7068,8,40,2,2,web,30,83,108,221
197125250,event_trader,1368,178,4981,30,35,1,2,Twitter for iPhone,60,83,1,144
375980238,rrshasss,938,165,3155,80,27,1,16,Twitter for iPad,21,378,1,400
599813227,StockWallStreet,1027,1422,1930,81,13,1,6,shareaholic,28,259,1,288
22903265,Joe_Schmuck,1073,382,84603,111,17,1,4,Twitter for iPhone,33,195,1,229
1011882912,HedgeyeStaples,661,20,458,0,21,7,4,Twitter for iPad,2,195,300,497
139229024,TBPInvictus,1329,111,3034,34,59,3,1,web,57,1,190,248
21827360,ThufirHawat,728,616,5303,8,23,4,3,Twitter for iPhone,5,150,240,395
988940606,DarsieT3Live,674,50,166,1,19,6,3,HootSuite,3,150,287,440
312653402,MartinShkreli,2249,84,1439,163,63,1,1,web,119,1,1,121
37238868,jonasQuinn23,2247,2027,36892,1747,60,1,1,Twitter for iPad,118,1,1,120
38014838,dan_freed,705,541,2092,54,33,3,4,web,4,195,190,389
14780660,Colarusso42,2177,797,2345,12,57,1,1,StockTwits Web,111,1,1,113
25443684,BrettArends,2103,256,3579,91,97,1,1,TweetDeck,106,1,1,108
28386584,meganrosedickey,931,732,2134,10,52,100,1,Business Insider,20,1,487,508
37982404,takingstock614,565,152,25186,19,19,7,7,web,1,288,300,589
17523339,CubbieBears,951,103,5312,4,54,1,4,TweetDeck,23,195,1,219
146930159,JeffCooperLive,1161,104,2044,6,25,3,1,web,41,1,190,232
398985583,lindseycbell,1335,416,2001,3,33,2,1,HootSuite,58,1,108,167
20106796,amberkanwar,821,351,1346,21,17,1,11,web,8,346,1,355
23507075,SenorFavio,916,476,81175,506,6,1,4,Tweetlogix,17,195,1,213
200034146,convolutedvol,1836,1459,4340,229,31,1,1,Twitter for Android,96,1,1,98
31109080,hsilverb,906,1,380,0,38,1,4,web,15,195,1,211
97064954,bio1x1,1288,1476,2133,2,37,2,1,HootSuite,52,1,108,161
164400667,erikwilliamholm,755,315,541,12,24,2,3,web,7,150,108,265
141612498,Bioinvestor71,846,36,1403,2,26,2,2,Twitter for Mac,11,83,108,202
